transaction_id,amount,hour,day_of_week,merchant_category,distance_from_home,days_since_last_txn,transaction_frequency,card_age_years,device_risk_score,txn_count_24h,txn_count_7d,is_fraud
TXN_00001748,10.62,4,6,Online,6.55,3.57,4.1,1.26,47.74,3,16,0
TXN_00001749,11.95,19,6,Gas,53.01,0.2,1.12,11.26,99.54,3,23,0
TXN_00001750,20.32,18,5,Travel,36.79,5.66,4.61,0.03,75.67,2,17,0
TXN_00001751,26.72,19,1,Online,159.82,1.88,2.75,6.57,85.25,1,28,0
TXN_00001752,17.01,19,0,Gas,83.47,7.02,22.3,1.26,18.45,0,16,0
TXN_00001753,4.5,9,0,Grocery,77.93,1.5,16.96,0.93,1.08,2,13,0
TXN_00001754,2.03,14,6,Restaurant,7.59,2.81,9.11,0.19,39.87,2,21,0
TXN_00001755,13.09,13,2,Grocery,91.2,1.54,0.33,5.16,46.61,2,18,0
TXN_00001756,9.45,5,5,Travel,5.14,8.73,18.35,0.89,95.78,2,17,0
TXN_00001757,17.35,22,3,Grocery,110.23,1.11,14.14,1.29,47.44,3,16,0
TXN_00001758,46.05,1,4,Gas,21.61,0.57,0.4,5.41,48.95,2,19,0
TXN_00001759,2.59,7,4,Online,64.19,4.02,2.76,0.88,38.29,1,22,0
TXN_00001760,7.71,13,1,Restaurant,76.63,0.09,9.04,2.66,37.87,4,21,0
TXN_00001761,11.17,6,1,Gas,51.32,3.88,1.73,2.67,88.65,4,16,0
TXN_00001762,4.55,3,0,Online,15.4,0.27,5.89,4.04,80.85,3,25,0
TXN_00001763,8.49,6,6,Online,13.78,17.33,7.14,0.99,28.43,0,23,0
TXN_00001764,3.35,1,5,Gas,18.96,3.38,1.82,1.74,94.18,0,15,0
TXN_00001765,1.13,16,5,Gas,143.38,1.01,25.65,3.8,67.11,1,13,0
TXN_00001766,7.37,22,5,Online,188.52,15.52,15.75,1.42,6.6,1,28,0
TXN_00001767,297.14,15,4,Grocery,122.89,1.63,13.46,0.84,87.01,2,19,0
TXN_00001768,2.25,3,5,Gas,51.72,6.96,3.96,2.65,38.94,2,19,0
TXN_00001769,2.67,10,5,Grocery,30.83,2.72,9.17,5.01,84.14,7,18,0
TXN_00001770,43.7,9,4,Grocery,1.55,4.66,4.02,1.62,40.57,1,27,0
TXN_00001771,10.54,15,5,Online,5.71,3.55,13.1,3.6,76.08,2,22,0
TXN_00001772,22.18,3,3,Grocery,20.07,1.9,16.18,1.64,61.16,2,18,0
TXN_00001773,8.68,21,5,Grocery,5.42,3.7,11.24,0.36,91.78,1,16,0
TXN_00001774,0.65,2,0,Entertainment,23.18,0.91,3.2,0.82,49.87,5,14,0
TXN_00001775,10.83,14,2,Restaurant,19.79,7.06,3.77,11.55,75.85,1,21,0
TXN_00001776,2.31,11,0,Travel,19.11,0.33,1.83,5.84,58.66,5,21,0
TXN_00001777,4.67,20,1,Grocery,1.67,6.39,2.15,3.17,54.66,4,18,0
TXN_00001778,5.71,11,4,Online,47.29,2.33,0.41,0.79,88.91,5,17,0
TXN_00001779,33.56,15,0,Online,33.41,0.96,0.81,3.61,86.51,3,18,0
TXN_00001780,20.24,8,1,Grocery,39.14,8.2,3.23,6.83,23.63,1,25,0
TXN_00001781,73.75,17,6,Travel,4.18,14.54,0.8,9.93,45.26,8,25,0
TXN_00001782,7.54,16,5,Online,27.88,9.17,7.57,4.34,7.86,6,25,0
TXN_00001783,43.69,18,0,Online,80.13,3.5,3.69,1.56,96.87,2,16,0
TXN_00001784,6.32,1,2,Entertainment,9.57,3.86,5.04,1.61,64.33,3,19,0
TXN_00001785,12.47,22,5,Restaurant,3.1,4.05,5.64,0.43,20.8,2,23,0
TXN_00001786,19.6,3,4,Online,70.48,8.47,2.48,3.92,35.53,4,13,0
TXN_00001787,7.7,0,5,Restaurant,80.71,1.55,18.93,1.75,26.19,0,26,0
TXN_00001788,8.84,10,0,Restaurant,21.55,5.15,7.8,0.91,16.24,4,18,0
TXN_00001789,12.92,23,3,Restaurant,72.18,1.88,0.95,1.28,15.9,7,26,0
TXN_00001790,153.83,16,0,Restaurant,67.12,6.44,15.76,0.8,37.05,3,22,0
TXN_00001791,4.01,11,2,Grocery,50.17,2.82,3.84,8.76,32.44,2,13,0
TXN_00001792,28.5,0,4,Travel,25.17,4.15,22.28,15.27,96.93,2,23,0
TXN_00001793,32.35,5,3,Gas,24.1,12.25,2.67,2.59,36.1,3,16,0
TXN_00001794,166.83,11,5,Grocery,17.24,8.29,7.34,0.11,28.2,4,27,0
TXN_00001795,12.9,9,4,Restaurant,43.35,4.77,22.17,0.19,89.33,1,11,0
TXN_00001796,6.52,7,6,Travel,87.82,20.93,20.89,2.88,59.85,3,23,0
TXN_00001797,62.78,12,6,Online,104.62,9.19,15.42,0.04,91.19,2,19,0
TXN_00001798,22.92,12,0,Grocery,51.97,1.14,11.84,0.01,54.88,3,23,0
TXN_00001799,122.33,22,3,Gas,94.32,2.42,6.19,0.95,27.41,1,19,0
TXN_00001800,1.99,8,2,Entertainment,26.67,6.5,2.03,5.19,21.59,3,28,0
TXN_00001801,7.22,15,6,Online,44.37,3.27,8.48,2.46,30.7,3,19,0
TXN_00001802,8.19,23,5,Grocery,4.61,6.37,12.17,3.61,91.58,4,31,0
TXN_00001803,27.0,15,5,Grocery,36.73,0.36,2.05,7.32,11.92,3,19,0
TXN_00001804,9.2,8,2,Grocery,35.0,9.42,8.03,2.81,3.06,3,29,0
TXN_00001805,4.5,2,5,Grocery,65.6,11.02,1.93,1.26,56.12,6,12,0
TXN_00001806,32.39,3,3,Online,16.18,10.3,11.66,1.27,42.75,3,20,0
TXN_00001807,4.25,16,2,Gas,37.96,7.57,10.61,1.67,97.44,1,18,0
TXN_00001808,30.32,23,4,Online,10.05,4.17,0.3,1.12,80.6,2,15,0
TXN_00001809,19.01,16,3,Online,31.67,5.18,2.36,5.9,86.59,4,23,0
TXN_00001810,8.26,5,4,Grocery,152.38,2.64,20.92,5.11,81.26,2,16,0
TXN_00001811,5.7,19,4,Online,85.53,6.44,11.69,2.38,34.71,2,19,0
TXN_00001812,7.04,10,3,Grocery,68.02,1.5,1.33,3.6,84.29,0,17,0
TXN_00001813,4.79,1,1,Travel,195.19,15.45,19.11,5.63,66.11,3,26,0
TXN_00001814,170.48,14,2,Travel,26.35,2.71,7.49,0.06,49.67,2,19,0
TXN_00001815,18.39,10,0,Restaurant,16.48,2.29,0.94,4.63,32.39,4,16,0
TXN_00001816,2.78,7,3,Grocery,113.7,3.82,1.45,0.16,11.99,3,22,0
TXN_00001817,20.03,12,5,Gas,7.95,10.34,2.38,1.04,70.66,3,14,0
TXN_00001818,23.51,2,0,Travel,255.88,2.7,0.48,1.1,67.58,1,11,0
TXN_00001819,11.06,12,1,Gas,21.63,3.86,13.82,0.36,79.11,0,19,0
TXN_00001820,0.64,13,1,Gas,10.98,3.47,1.63,4.09,59.39,2,17,0
TXN_00001821,20.02,1,0,Grocery,149.09,16.74,0.28,3.78,22.15,3,17,0
TXN_00001822,7.24,22,4,Gas,37.89,4.56,12.39,2.23,68.48,2,21,0
TXN_00001823,0.66,21,4,Gas,52.99,4.07,0.67,2.92,81.39,1,22,0
TXN_00001824,13.6,12,2,Gas,17.09,3.93,3.96,5.98,21.1,3,11,0
TXN_00001825,48.43,7,6,Grocery,21.86,2.12,7.81,0.89,26.72,5,19,0
TXN_00001826,5.06,10,3,Gas,140.58,19.62,18.32,13.94,26.57,4,12,0
TXN_00001827,1.14,15,2,Restaurant,55.86,1.03,11.02,0.02,83.32,4,18,0
TXN_00001828,16.49,20,0,Travel,15.07,4.95,0.43,1.47,29.29,2,26,0
TXN_00001829,7.4,4,1,Gas,20.43,6.29,7.73,8.1,23.86,3,19,0
TXN_00001830,4.98,20,2,Restaurant,160.0,19.3,7.59,2.17,28.55,3,18,0
TXN_00001831,12.52,1,1,Gas,91.57,5.02,1.82,1.18,79.11,3,23,0
TXN_00001832,4.7,17,5,Restaurant,19.17,2.42,5.8,1.65,66.41,4,21,0
TXN_00001833,17.83,6,0,Restaurant,9.14,10.79,11.39,1.35,68.36,2,9,0
TXN_00001834,60.97,3,2,Online,64.54,1.42,12.74,0.85,21.46,2,26,0
TXN_00001835,11.85,21,3,Online,43.33,1.93,2.21,1.63,28.68,2,24,0
TXN_00001836,3.49,7,1,Grocery,1.17,1.66,4.02,3.61,53.8,2,29,0
TXN_00001837,9.25,0,5,Gas,8.02,9.53,0.82,1.11,67.35,2,22,0
TXN_00001838,34.48,22,3,Entertainment,33.3,8.67,14.68,3.26,89.68,4,21,0
TXN_00001839,0.66,6,6,Grocery,26.14,3.54,3.53,1.45,13.31,2,17,0
TXN_00001840,3.29,9,2,Grocery,65.42,0.07,27.78,1.77,52.11,7,18,0
TXN_00001841,12.68,14,4,Travel,42.84,5.08,10.3,2.84,15.98,1,22,0
TXN_00001842,1.65,1,6,Grocery,71.89,7.05,6.34,3.79,45.08,6,23,0
TXN_00001843,11.52,10,3,Gas,11.16,10.27,25.53,2.96,81.12,5,19,0
TXN_00001844,37.94,14,1,Gas,2.9,1.18,5.25,4.06,10.07,5,16,0
TXN_00001845,3.94,16,0,Grocery,7.14,0.96,16.06,1.95,14.52,3,21,0
TXN_00001846,45.38,17,2,Grocery,8.25,5.18,8.88,0.01,28.48,4,23,0
TXN_00001847,0.83,21,4,Gas,9.47,3.47,6.02,4.46,8.45,2,20,0
TXN_00001848,5.65,18,5,Online,45.37,13.92,20.1,0.23,13.73,3,21,0
TXN_00001849,20.16,10,2,Online,10.21,4.66,9.89,4.18,43.83,4,22,0
TXN_00001850,42.06,7,0,Travel,24.62,0.95,17.03,0.72,92.9,0,28,0
TXN_00001851,18.3,11,2,Restaurant,47.22,8.32,15.33,0.11,3.04,4,20,0
TXN_00001852,3.39,6,0,Online,44.81,4.32,11.34,2.49,45.75,4,18,0
TXN_00001853,22.93,8,2,Online,42.4,1.57,30.05,1.03,55.5,8,29,0
TXN_00001854,4.81,20,4,Grocery,17.19,0.39,2.78,9.44,31.19,3,17,0
TXN_00001855,7.66,0,5,Restaurant,16.27,6.03,5.31,1.14,93.91,2,16,0
TXN_00001856,29.7,20,1,Gas,35.44,1.55,0.77,1.21,49.56,1,17,0
TXN_00001857,45.38,8,5,Grocery,15.17,0.35,3.95,0.22,70.35,2,16,0
TXN_00001858,2.23,3,1,Grocery,61.14,0.71,5.87,3.0,55.45,4,14,0
TXN_00001859,27.44,1,0,Online,20.83,11.83,7.87,1.88,78.7,2,17,0
TXN_00001860,51.45,13,3,Grocery,87.79,2.71,1.93,1.29,24.61,2,22,0
TXN_00001861,26.46,23,6,Restaurant,5.59,0.77,4.42,0.21,23.92,1,21,0
TXN_00001862,12.37,23,5,Restaurant,30.52,2.47,6.06,4.56,3.35,4,18,0
TXN_00001863,6.8,9,4,Online,126.93,5.43,5.14,22.78,28.29,2,18,0
TXN_00001864,131.34,22,2,Grocery,17.16,9.53,1.07,0.73,42.44,4,14,0
TXN_00001865,40.92,15,5,Grocery,30.93,8.66,10.32,1.34,51.2,7,13,0
TXN_00001866,15.84,22,5,Restaurant,9.44,3.94,4.08,0.24,6.59,4,15,0
TXN_00001867,4.33,5,4,Restaurant,17.21,15.12,5.73,1.68,67.81,4,15,0
TXN_00001868,14.07,6,5,Grocery,2.08,0.17,6.25,0.26,51.22,3,24,0
TXN_00001869,11.6,0,2,Restaurant,181.35,0.14,13.02,5.09,5.32,3,23,0
TXN_00001870,44.96,11,3,Gas,3.34,4.4,1.39,2.54,77.96,2,22,0
TXN_00001871,4.67,14,6,Restaurant,107.4,18.83,17.75,0.1,65.19,11,15,0
TXN_00001872,207.44,20,4,Gas,180.7,1.72,20.7,0.32,60.19,3,18,0
TXN_00001873,7.54,16,0,Online,120.4,3.1,0.93,4.78,47.72,8,25,0
TXN_00001874,3.21,23,1,Gas,26.53,0.25,17.75,5.78,78.75,7,23,0
TXN_00001875,6.75,16,5,Online,158.85,0.28,2.66,0.63,67.32,2,19,0
TXN_00001876,1.98,12,4,Gas,56.02,4.13,19.09,0.83,4.01,2,12,0
TXN_00001877,2.87,14,5,Gas,32.51,7.04,4.35,4.61,96.74,5,19,0
TXN_00001878,37.84,10,0,Grocery,54.2,8.71,3.4,1.56,56.95,1,13,0
TXN_00001879,20.37,3,6,Grocery,12.16,1.98,0.22,2.37,63.09,4,14,0
TXN_00001880,2.84,6,1,Grocery,3.44,15.77,4.25,6.08,95.97,4,22,0
TXN_00001881,35.91,20,4,Restaurant,99.41,4.7,8.53,1.74,46.28,3,19,0
TXN_00001882,34.02,8,2,Restaurant,13.74,2.43,1.12,7.03,40.82,4,17,0
TXN_00001883,7.91,4,2,Gas,93.33,3.39,17.58,1.41,39.84,5,19,0
TXN_00001884,5.27,5,5,Online,23.31,2.22,67.39,1.45,24.78,2,22,0
TXN_00001885,3.44,4,5,Entertainment,2.23,24.9,2.93,1.63,77.77,7,19,0
TXN_00001886,15.94,21,6,Gas,40.65,3.04,22.11,2.45,92.33,3,20,0
TXN_00001887,7.08,23,4,Online,56.44,3.29,47.89,1.56,10.66,3,18,0
TXN_00001888,26.59,12,0,Online,27.27,10.11,7.46,1.91,71.85,3,14,0
TXN_00001889,23.66,16,3,Gas,17.28,1.23,17.36,0.7,92.41,8,22,0
TXN_00001890,5.3,18,3,Restaurant,3.44,0.11,5.74,4.73,3.07,2,20,0
TXN_00001891,3.0,2,1,Grocery,67.55,14.92,12.06,5.43,48.55,7,27,0
TXN_00001892,3.32,10,4,Entertainment,55.58,2.6,0.79,2.74,64.17,4,18,0
TXN_00001893,5.52,6,2,Restaurant,8.89,0.81,6.98,3.91,75.1,1,18,0
TXN_00001894,4.59,5,1,Gas,78.36,17.3,6.96,0.55,68.3,2,25,0
TXN_00001895,7.63,7,0,Grocery,6.53,0.89,14.09,1.74,54.55,4,18,0
TXN_00001896,38.64,19,5,Restaurant,16.14,2.95,2.38,0.16,51.7,3,19,0
TXN_00001897,2.05,3,3,Gas,18.55,2.36,9.46,0.55,77.14,4,16,0
TXN_00001898,18.95,19,2,Restaurant,24.54,5.69,38.25,3.13,34.16,3,19,0
TXN_00001899,59.35,7,1,Gas,1.82,5.55,0.6,0.27,84.48,3,19,0
TXN_00001900,40.01,3,2,Grocery,38.19,7.64,0.99,0.04,81.46,8,15,0
TXN_00001901,37.86,14,1,Online,34.19,4.35,17.54,1.12,5.02,4,22,0
TXN_00001902,12.64,5,4,Gas,8.67,9.28,0.46,0.93,51.99,6,21,0
TXN_00001903,80.54,17,5,Online,44.47,17.45,3.53,1.0,24.21,5,16,0
TXN_00001904,7.79,5,5,Grocery,3.88,0.46,8.51,1.52,29.36,2,16,0
TXN_00001905,2.09,5,6,Grocery,143.64,8.96,11.42,7.3,13.92,1,16,0
TXN_00001906,12.37,18,4,Gas,22.96,7.68,0.75,9.64,41.79,4,23,0
TXN_00001907,18.39,7,1,Online,91.31,22.64,1.24,1.39,80.65,1,26,0
TXN_00001908,46.14,17,6,Grocery,74.11,3.28,19.68,0.72,67.27,6,21,0
TXN_00001909,5.02,5,5,Restaurant,9.28,1.38,14.11,0.55,41.6,4,18,0
TXN_00001910,23.28,17,2,Restaurant,12.87,4.91,29.01,0.26,10.93,2,18,0
TXN_00001911,6.58,7,5,Travel,73.2,20.62,6.47,0.26,95.55,0,24,0
TXN_00001912,29.88,12,1,Online,0.77,5.76,17.41,2.24,96.56,0,25,0
TXN_00001913,20.52,0,1,Grocery,71.46,1.01,0.42,2.9,23.98,2,27,0
TXN_00001914,51.85,12,6,Grocery,3.53,7.69,30.09,1.75,16.11,3,15,0
TXN_00001915,5.12,13,4,Grocery,36.07,0.48,31.58,0.84,93.26,4,15,0
TXN_00001916,23.36,12,5,Grocery,21.8,1.4,37.65,0.08,72.17,3,23,0
TXN_00001917,6.36,0,2,Online,26.11,0.76,13.53,0.33,57.48,4,19,0
TXN_00001918,7.2,21,0,Grocery,14.91,2.17,4.38,0.25,44.96,1,21,0
TXN_00001919,120.34,21,0,Grocery,35.53,1.45,23.32,4.36,49.3,3,21,0
TXN_00001920,86.16,3,1,Online,26.52,3.23,11.41,6.28,79.1,0,14,0
TXN_00001921,3.04,19,4,Grocery,30.97,0.55,8.46,0.39,20.05,6,19,0
TXN_00001922,85.41,1,5,Restaurant,73.48,6.97,10.7,18.28,45.98,5,18,0
TXN_00001923,28.09,4,2,Grocery,14.9,8.58,3.26,3.22,82.15,3,17,0
TXN_00001924,22.73,7,1,Travel,49.1,4.35,10.58,4.63,89.88,2,18,0
TXN_00001925,45.4,15,6,Restaurant,90.66,4.38,2.06,10.02,9.47,2,18,0
TXN_00001926,37.51,5,1,Travel,38.9,5.59,5.76,1.15,41.17,2,21,0
TXN_00001927,31.33,20,0,Gas,2.63,9.26,10.23,0.03,26.75,3,19,0
TXN_00001928,50.96,23,1,Grocery,9.89,0.38,8.85,2.52,53.33,3,17,0
TXN_00001929,86.54,21,5,Restaurant,1.71,5.1,1.24,1.88,72.66,3,18,0
TXN_00001930,12.87,14,0,Restaurant,10.47,2.14,29.15,1.01,15.56,3,21,0
TXN_00001931,5.08,22,5,Restaurant,144.81,22.66,1.07,5.39,38.21,3,21,0
TXN_00001932,33.94,7,1,Restaurant,7.25,3.96,2.0,4.38,96.72,3,24,0
TXN_00001933,11.63,22,3,Grocery,193.52,2.36,9.58,0.24,34.47,7,25,0
TXN_00001934,7.69,5,0,Online,18.61,8.18,7.12,0.96,95.28,6,17,0
TXN_00001935,15.6,3,4,Grocery,298.08,5.98,14.98,1.52,90.7,2,15,0
TXN_00001936,16.4,21,2,Online,31.45,2.59,5.03,0.21,94.89,5,18,0
TXN_00001937,16.23,20,1,Restaurant,109.55,9.66,1.84,7.27,69.63,5,26,0
TXN_00001938,33.4,21,2,Grocery,147.13,5.66,2.46,1.39,10.46,4,13,0
TXN_00001939,22.9,21,0,Entertainment,42.72,9.26,3.03,1.61,18.4,3,14,0
TXN_00001940,28.27,15,0,Gas,21.27,7.2,7.65,0.31,15.3,4,16,0
TXN_00001941,56.63,15,6,Restaurant,86.38,6.45,1.37,0.4,89.56,3,16,0
TXN_00001942,7.03,15,0,Grocery,56.04,2.73,7.72,0.15,86.12,2,14,0
TXN_00001943,5.73,17,5,Restaurant,11.9,3.55,5.23,0.79,29.21,3,15,0
TXN_00001944,9.27,23,5,Grocery,47.7,7.07,3.18,2.24,77.22,2,10,0
TXN_00001945,16.09,11,2,Grocery,1.5,0.9,9.86,2.34,65.95,2,10,0
TXN_00001946,1.79,12,0,Travel,66.41,5.11,13.68,0.24,6.76,1,19,0
TXN_00001947,9.75,11,3,Gas,3.61,4.47,1.24,4.08,80.28,3,16,0
TXN_00001948,3.97,11,1,Gas,7.33,2.02,3.29,4.0,70.2,6,23,0
TXN_00001949,25.0,17,1,Gas,74.83,1.87,33.04,12.22,66.68,1,20,0
TXN_00001950,12.38,1,3,Travel,2.16,1.19,11.82,5.24,80.74,2,21,0
TXN_00001951,4.65,17,2,Online,12.42,0.06,20.14,2.22,98.37,4,19,0
TXN_00001952,2.41,15,5,Restaurant,103.63,2.14,0.75,4.81,55.5,2,17,0
TXN_00001953,74.19,22,5,Grocery,55.93,1.54,34.09,1.11,36.36,4,22,0
TXN_00001954,13.65,14,1,Gas,78.45,11.72,0.91,5.62,90.9,3,28,0
TXN_00001955,2.27,5,4,Online,29.17,7.09,7.12,1.07,20.29,1,19,0
TXN_00001956,11.9,8,5,Online,10.13,2.04,11.6,0.85,43.98,6,20,0
TXN_00001957,142.54,23,2,Restaurant,89.98,3.5,41.99,9.85,27.18,6,19,0
TXN_00001958,0.75,13,0,Travel,42.87,1.88,5.87,1.32,43.01,1,22,0
TXN_00001959,19.13,0,2,Travel,98.53,2.71,2.45,1.12,58.77,8,18,0
TXN_00001960,0.51,18,4,Travel,3.82,15.76,2.44,10.54,54.13,4,19,0
TXN_00001961,0.81,8,2,Grocery,14.33,5.28,30.85,1.07,85.52,4,30,0
TXN_00001962,30.36,4,4,Gas,14.54,3.66,3.53,0.91,77.88,4,22,0
TXN_00001963,13.77,3,6,Online,50.42,0.93,0.77,1.08,3.7,4,23,0
TXN_00001964,5.86,7,2,Restaurant,11.14,0.03,14.2,0.5,94.25,2,21,0
TXN_00001965,11.06,17,4,Grocery,96.0,0.4,23.09,8.95,99.01,3,27,0
TXN_00001966,94.9,11,1,Restaurant,55.34,10.6,1.29,2.22,72.55,2,11,0
TXN_00001967,5.48,19,3,Grocery,75.52,10.26,4.94,2.15,95.35,4,32,0
TXN_00001968,13.72,7,0,Restaurant,9.12,6.99,2.69,0.47,4.19,3,26,0
TXN_00001969,29.65,10,6,Restaurant,26.96,5.56,5.23,2.38,58.98,2,25,0
TXN_00001970,1.39,19,6,Online,64.63,7.29,23.45,2.71,61.45,4,28,0
TXN_00001971,4.33,11,3,Gas,81.99,15.55,2.95,5.84,77.36,2,20,0
TXN_00001972,24.45,11,5,Gas,123.73,7.33,13.33,0.32,3.59,2,19,0
TXN_00001973,6.33,13,2,Online,26.01,2.0,20.58,7.48,94.8,3,21,0
TXN_00001974,30.83,10,6,Restaurant,104.04,2.58,7.93,4.03,97.42,4,23,0
TXN_00001975,5.37,22,4,Entertainment,8.53,6.33,7.6,1.05,17.73,4,26,0
TXN_00001976,15.78,22,5,Gas,22.86,3.4,11.18,2.62,93.27,2,26,0
TXN_00001977,28.1,19,2,Online,21.67,6.43,15.02,2.09,78.32,3,17,0
TXN_00001978,10.97,12,2,Travel,66.57,1.89,5.03,3.31,89.45,2,17,0
TXN_00001979,68.98,4,1,Travel,174.29,1.22,13.82,7.83,9.14,4,13,0
TXN_00001980,0.56,11,5,Grocery,81.05,3.28,17.2,5.22,31.71,0,27,0
TXN_00001981,0.74,5,1,Grocery,39.75,4.05,0.78,1.83,46.12,2,21,0
TXN_00001982,34.02,8,0,Online,64.86,0.68,10.97,3.55,76.33,3,22,0
TXN_00001983,13.09,6,0,Grocery,85.25,10.37,2.36,0.24,60.36,5,21,0
TXN_00001984,5.93,6,5,Grocery,65.76,1.21,5.93,11.27,81.99,6,21,0
TXN_00001985,17.4,21,5,Gas,43.76,4.09,7.81,0.39,44.02,4,22,0
TXN_00001986,9.39,6,6,Online,32.58,6.67,21.21,6.64,45.46,2,21,0
TXN_00001987,85.36,16,4,Restaurant,96.58,6.69,4.75,15.25,66.29,7,22,0
TXN_00001988,21.63,7,5,Grocery,14.09,0.14,0.08,0.76,79.93,6,16,0
TXN_00001989,25.56,15,4,Gas,96.16,3.01,64.26,0.0,10.95,1,24,0
TXN_00001990,27.21,13,3,Entertainment,26.77,17.52,9.86,1.61,80.28,3,14,0
TXN_00001991,6.81,3,0,Gas,113.28,2.65,12.39,7.19,84.07,4,19,0
TXN_00001992,9.8,22,0,Restaurant,9.39,0.29,7.32,5.12,3.52,2,16,0
TXN_00001993,2.31,8,1,Gas,25.54,11.38,0.75,2.51,84.61,4,21,0
TXN_00001994,22.63,15,6,Online,10.56,1.63,2.61,4.8,8.61,2,19,0
TXN_00001995,46.27,18,4,Grocery,229.67,2.11,3.45,0.16,63.53,4,20,0
TXN_00001996,3.31,15,0,Travel,12.31,0.54,9.62,0.57,7.49,2,17,0
TXN_00001997,0.61,15,4,Entertainment,20.88,5.94,16.63,0.98,74.87,3,16,0
TXN_00001998,6.23,19,3,Grocery,6.78,3.03,22.85,2.02,45.31,2,16,0
TXN_00001999,3.39,11,5,Restaurant,134.08,0.23,9.58,1.43,50.1,4,14,0
TXN_00002000,21.95,9,4,Gas,31.1,12.73,4.46,2.84,36.35,1,21,0
TXN_00002001,3.85,9,1,Grocery,17.52,8.35,25.32,1.59,88.88,1,16,0
TXN_00002002,0.32,21,1,Restaurant,110.47,0.47,11.87,7.84,21.34,2,16,0
TXN_00002003,27.54,10,3,Restaurant,13.11,2.94,5.18,0.16,62.81,4,28,0
TXN_00002004,25.84,5,2,Restaurant,12.3,1.9,0.31,2.85,61.3,1,14,0
TXN_00002005,16.55,2,2,Grocery,4.57,7.6,1.7,0.57,83.09,6,16,0
TXN_00002006,23.77,9,5,Gas,3.63,3.93,0.56,2.15,96.5,4,20,0
TXN_00002007,2.95,8,0,Travel,48.13,2.46,12.52,2.9,61.66,3,22,0
TXN_00002008,3.85,18,0,Restaurant,9.67,5.56,34.13,0.89,14.22,0,18,0
TXN_00002009,9.36,6,0,Grocery,22.88,4.87,9.3,0.24,84.63,10,27,0
TXN_00002010,9.19,10,4,Grocery,7.63,6.85,3.98,2.13,76.66,2,21,0
TXN_00002011,129.13,5,0,Travel,144.32,3.03,0.83,0.89,23.3,3,26,0
TXN_00002012,0.49,21,6,Gas,48.39,4.77,4.98,5.96,65.15,4,25,0
TXN_00002013,23.93,16,6,Restaurant,148.44,1.13,20.38,3.31,55.23,5,25,0
TXN_00002014,24.52,18,6,Online,186.08,3.93,5.39,5.91,96.97,3,19,0
TXN_00002015,108.24,17,2,Entertainment,50.59,10.31,16.49,3.17,84.07,4,17,0
TXN_00002016,48.13,6,1,Travel,13.49,1.54,2.5,1.29,80.48,4,25,0
TXN_00002017,8.04,20,5,Grocery,29.03,3.23,16.93,3.41,15.33,2,17,0
TXN_00002018,1.11,3,6,Gas,61.81,3.64,0.07,7.67,6.6,1,24,0
TXN_00002019,8.07,16,1,Grocery,75.15,11.09,7.53,1.31,5.99,2,22,0
TXN_00002020,63.16,3,5,Grocery,48.64,1.19,1.38,7.21,45.98,2,20,0
TXN_00002021,2.86,22,2,Grocery,17.02,10.5,5.46,3.41,1.84,3,19,0
TXN_00002022,23.84,18,4,Grocery,72.58,11.85,14.72,4.09,84.34,2,20,0
TXN_00002023,8.86,22,5,Online,21.93,2.07,0.12,13.2,61.2,1,23,0
TXN_00002024,8.39,11,5,Grocery,3.74,17.92,0.62,5.83,76.82,1,20,0
TXN_00002025,6.24,12,3,Grocery,100.1,11.8,4.7,2.24,28.1,0,20,0
TXN_00002026,11.89,14,5,Restaurant,86.33,6.01,2.02,1.52,92.92,1,19,0
TXN_00002027,23.16,15,6,Entertainment,20.0,5.62,1.89,0.39,78.36,3,27,0
TXN_00002028,5.83,0,2,Grocery,30.79,4.29,3.94,2.57,17.07,0,21,0
TXN_00002029,22.27,14,1,Gas,0.42,4.98,11.24,2.21,68.93,1,22,0
TXN_00002030,234.28,21,5,Grocery,228.7,6.3,5.54,0.64,8.02,2,18,0
TXN_00002031,6.14,22,0,Grocery,50.63,0.53,7.94,2.63,21.62,2,19,0
TXN_00002032,6.89,17,3,Grocery,71.06,7.0,0.62,1.17,39.85,7,21,0
TXN_00002033,22.86,11,5,Gas,69.74,2.54,1.64,1.86,95.1,4,16,0
TXN_00002034,1.68,12,3,Travel,25.17,10.24,0.28,3.54,7.19,2,16,0
TXN_00002035,3.62,17,0,Gas,62.6,8.44,70.85,0.96,55.66,1,9,0
TXN_00002036,27.37,9,0,Grocery,143.68,2.29,10.93,1.27,80.72,5,26,0
TXN_00002037,3.62,7,2,Restaurant,28.38,11.78,14.1,0.24,15.37,1,19,0
TXN_00002038,1.26,1,1,Travel,13.79,0.65,1.53,2.2,39.09,2,18,0
TXN_00002039,1.96,19,1,Gas,16.52,7.46,2.35,0.79,4.98,2,19,0
TXN_00002040,45.15,9,2,Grocery,21.28,0.34,8.14,2.83,86.55,2,22,0
TXN_00002041,5.88,15,2,Grocery,81.4,4.26,9.48,1.86,25.61,5,21,0
TXN_00002042,15.85,22,1,Grocery,117.91,2.15,7.16,0.59,54.66,3,17,0
TXN_00002043,5.92,8,0,Gas,24.12,5.31,2.16,0.33,24.26,1,29,0
TXN_00002044,3.32,5,3,Grocery,8.88,5.5,13.77,7.59,39.82,3,25,0
TXN_00002045,20.56,6,5,Gas,41.08,0.54,25.52,5.15,67.05,1,19,0
